idx,annotation,so_title,so_api,target_api,overlap_api,unk_token
1044864,return a ssh tunnel for port forwarding between a remote host to this localhost,Access an ArrayList inside a Java Map,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Map  . get Map  . put,map.get map.put,FALSE
643266,check if the class object is register as <unk>,Placing a new value to a existing key in a hashtable,java.util.HashMap.put,HashMap . get HashMap . put,hashmap.get hashmap.put,FALSE
687456,load a sprite sheet and puts it into a hash map,Map with multiple value types with advantages of generics,java.util.HashMap.put,HashMap < String > . get HashMap < String > . put,hashmap.get hashmap.put,FALSE
1259578,emit the <unk> controls,What' the default value for an 'object' in java?,"java.lang.Object.toString,java.io.PrintStream.println,java.lang.Object.toString,java.io.PrintStream.println",PrintWriter . println PrintWriter . print PrintWriter . println PrintWriter . print File . length Math . abs Math . min PrintWriter . println File . length PrintWriter . print Math . abs Math . max PrintWriter . println PrintWriter . print Math . abs PrintWriter . print PrintWriter . println PrintWriter . print PrintWriter . println PrintWriter . print Math . abs Math . max PrintWriter . println File . length PrintWriter . print Math . min Math . abs PrintWriter . println PrintWriter . print File . length Math . abs PrintWriter . println PrintWriter . print PrintWriter . println List < String > . size PrintWriter . println PrintWriter . print PrintWriter . println,printwriter.println printwriter.print printwriter.println printwriter.print file.length math.abs math.min printwriter.println file.length printwriter.print math.abs math.max printwriter.println printwriter.print math.abs printwriter.print printwriter.println printwriter.print printwriter.println printwriter.print math.abs math.max printwriter.println file.length printwriter.print math.min math.abs printwriter.println printwriter.print file.length math.abs printwriter.println printwriter.print printwriter.println list.size printwriter.println printwriter.print printwriter.println,FALSE
1255260,print <unk> in dot format to an output stream,Why does this print method work? shouldn't it fail?,"java.io.PrintStream.println,java.lang.String.valueOf,java.io.PrintStream.println,java.lang.String.valueOf",PrintStream . println List < BitSet > . get PrintStream . println List < BitSet > . get PrintStream . println List < List < Edge > > . get PrintStream . println,printstream.println list.get printstream.println list.get printstream.println list.get printstream.println,FALSE
1205239,copy the content of the input stream to the output stream,Convert Outputstream to file,java.io.File.createTempFile,OutputStream . write OutputStream . flush,outputstream.write outputstream.flush,FALSE
1666833,handshake compares the remote peers handshake to our <unk> and peer id that we expect,Varargs method modifies caller's array instead of its own copy?,"java.util.Arrays.copyOf,java.lang.System.arraycopy,java.util.Arrays.copyOf,java.lang.System.arraycopy",System . arraycopy Arrays . equals,system.arraycopy arrays.equals,FALSE
1532796,process a character literal,Remove WhiteSpace Chars from String instance,java.lang.Character.isWhitespace,String . substring Integer . parseInt String . length String . substring,string.substring integer.parseint string.length string.substring,FALSE
1514066,"set behavior equation , separating it in several rows",good way to parse two different patterns in java,"java.lang.String.split,java.lang.String.replaceAll,java.lang.String.split,java.lang.String.replaceAll",String . replace String . replaceAll,string.replace string.replaceall,FALSE
456616,get the dialog context class for the dialog object,what is the advantage of using Class.forName() over the new keyword for loading an instance?,"java.lang.Class.newInstance,java.lang.Class.forName,java.lang.Class.newInstance,java.lang.Class.forName",Element . getAttribute Class . forName Element . getAttribute Class . forName,element.getattribute class.forname element.getattribute class.forname,FALSE
1428505,send a vfs update message,How to prevent an Object being cast to a String automatically,"java.lang.String.concat,java.lang.String.valueOf,java.lang.String.concat,java.lang.String.valueOf",String . endsWith String . substring List . get String . equals List . add List . size,string.endswith string.substring list.get string.equals list.add list.size,FALSE
1373349,"look through all the ur ls and pulls out all known classes , and caches them in the class cache object",What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,Set < URL > . iterator Iterator < URL > . hasNext Iterator < URL > . next Iterator < URL > . remove,set.iterator iterator.hasnext iterator.next iterator.remove,FALSE
771270,find a stereotype with the given name which is applicable to the given element,Time for getting by comparable key from HashMap,java.util.HashMap.get,Iterator . hasNext Iterator . next String . equals,iterator.hasnext iterator.next string.equals,FALSE
1073201,store a stock name if not stored,Access an ArrayList inside a Java Map,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","Map < Short , String > . containsValue Map < Short , String > . put Map < String , Short > . put",map.containsvalue map.put map.put,FALSE
1233786,parse a cd from a filename,Java equivalent of python's String partition,"java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",Pattern . matcher Matcher . group,pattern.matcher matcher.group,FALSE
546754,set a directory to cache the images on file system,Java Buffered Writer to publically accessible location,"java.io.File.createTempFile,java.io.File.deleteOnExit,java.io.File.createTempFile,java.io.File.deleteOnExit",File . exists File . mkdirs,file.exists file.mkdirs,FALSE
700464,add an object to the list without recording changes if the hash set is not deferred,Null pointer with hashmap containing multiple keys,java.util.HashMap.put,HashSet . remove HashSet . add,hashset.remove hashset.add,FALSE
1057433,query for a log service with the specified name,who can access each LinkedHashMap from List Of LinkedHashMap,java.util.List.get,Map . put List . iterator Iterator . next,map.put list.iterator iterator.next,FALSE
700423,return the index of an element from a hash set,The correct way to return the only element from a set,java.util.List.get,HashSet . iterator Iterator . next,hashset.iterator iterator.next,FALSE
654033,get the given fields value,Using string as name for objects in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",HashMap < Integer > . get Integer . intValue,hashmap.get integer.intvalue,FALSE
97632,get the textures which make up this composed texture,Java: is a final reference to an array of enums immutable?,"java.util.Collections.unmodifiableList,java.util.Arrays.asList,java.util.Collections.unmodifiableList,java.util.Arrays.asList",ArrayList . size ArrayList . get,arraylist.size arraylist.get,FALSE
1497791,generate a suitable java class name from an arbitrary string,easiest way to get every word except the last word from a string,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",String . length String . replaceAll String . substring,string.length string.replaceall string.substring,FALSE
1250213,execute the alter,How to replace a certain instance of a character,"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",PreparedStatement . execute Connection . commit Connection . rollback,preparedstatement.execute connection.commit connection.rollback,FALSE
1420633,format a string and puts the result into a string buffer,String valueOf vs concatenation with empty string,"java.lang.String.valueOf,java.lang.Integer.toString,java.lang.String.valueOf,java.lang.Integer.toString",String . charAt String . length String . charAt StringBuffer . append String . charAt StringBuffer . append,string.charat string.length string.charat stringbuffer.append string.charat stringbuffer.append,FALSE
1021537,remove data from sparql update query component,The correct way to return the only element from a set,java.util.List.get,List < String > . size List < String > . remove,list.size list.remove,FALSE
447104,produce a string from a double,How to check that a string is parseable to a double?,"java.lang.Double.parseDouble,java.lang.Double.valueOf,java.lang.Double.parseDouble,java.lang.Double.valueOf",Double . toString String . length String . substring String . length String . substring,double.tostring string.length string.substring string.length string.substring,FALSE
1233369,get the run as user need to execute a write operation on the given path,Search for CharSequences between two CharSeqeunces (Java),"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",Pattern . matcher Matcher . group Pattern . matcher Matcher . group String . equals,pattern.matcher matcher.group pattern.matcher matcher.group string.equals,FALSE
1455875,get report version from xml text,Getting 2 seperate time values using regex in Java,"java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",String . indexOf String . length String . indexOf String . substring,string.indexof string.length string.indexof string.substring,FALSE
554662,load the bundles from the given file folder,Creating a file just to be uploaded into the online form,"java.io.File.createTempFile,java.io.File.deleteOnExit,java.io.File.createTempFile,java.io.File.deleteOnExit",File . getName String . endsWith String . contains,file.getname string.endswith string.contains,FALSE
97837,realiza uma busca nos <unk> <unk> e retorna true se <unk> <unk> lista a digital <unk>,How to pop-up error in java swing to check whether the check-in date in hotel should be earlier than check-out date?,"java.util.Date.before,java.util.Date.after,java.util.Date.before,java.util.Date.after",ArrayList . size ArrayList . get,arraylist.size arraylist.get,FALSE
1645675,get the maven <unk> string of the plugin,Regular expression to extract file name?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",StringBuilder . append StringBuilder . toString,stringbuilder.append stringbuilder.tostring,FALSE
776727,remove a i group notifier,removeAll from Interface Set,java.lang.Object.hashCode,Iterator < Entry  > . hasNext Iterator < Entry  > . next Iterator < Entry  > . remove,iterator.hasnext iterator.next iterator.remove,FALSE
1441718,email address can be like : <unk> <unk>,Search for CharSequences between two CharSeqeunces (Java),"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",String . equals String . trim String . indexOf String . length String . substring String . trim,string.equals string.trim string.indexof string.length string.substring string.trim,FALSE
1457768,add the host,Placing a new value to a existing key in a hashtable,java.util.HashMap.put,String . indexOf String . startsWith String . indexOf String . substring String . lastIndexOf String . substring,string.indexof string.startswith string.indexof string.substring string.lastindexof string.substring,FALSE
1366329,process the servers which died during masters initialization,What is the difference between ArrayList.clear() and ArrayList.removeAll()?,java.util.ArrayList.clear,Set . iterator Iterator . hasNext Iterator . next Iterator . remove Set . iterator Iterator . hasNext Iterator . next Iterator . remove,set.iterator iterator.hasnext iterator.next iterator.remove set.iterator iterator.hasnext iterator.next iterator.remove,FALSE
1008125,return the min max number from a given arraylist of integers,Sort an ArrayList of integer arrays,java.util.Collections.sort,List < Integer > . isEmpty List < Integer > . get,list.isempty list.get,FALSE
480026,"for each node matching true ? term is an input node in the graph , print : expression , output",What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,"Entry < Expression , Integer > . getValue HashMap < Expression , Neuron > . get Entry < Expression , Integer > . getValue",entry.getvalue hashmap.get entry.getvalue,FALSE
120812,"retrieve the raw data associated with this stat tracker in a form that can be easily converted for export to <unk> , tab delimited text , or some other format for use in an external application",Find a word in a line based on next word,"java.lang.String.split,java.util.Arrays.asList,java.lang.String.split,java.util.Arrays.asList",ArrayList < Integer > . size String . valueOf ArrayList < Integer > . get String . valueOf ArrayList < Integer > . size ArrayList < Integer > . get String . valueOf,arraylist.size string.valueof arraylist.get string.valueof arraylist.size arraylist.get string.valueof,FALSE
1474924,determine the service clazz for the actual request,Regular expression to extract file name?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring","String . lastIndexOf String . substring HashMap < String , String > . keySet Set < String > . iterator Iterator < String > . next HashMap < String , String > . get",string.lastindexof string.substring hashmap.keyset set.iterator iterator.next hashmap.get,FALSE
95782,continue to split same values until it <unk> on first of them returns first tile with left equal than value or greater,Constrain Rectangle within Rectangle,"java.lang.Math.max,java.lang.Math.min,java.lang.Math.max,java.lang.Math.min",ArrayList . size ArrayList . get ArrayList . size ArrayList . get,arraylist.size arraylist.get arraylist.size arraylist.get,FALSE
113754,this method <unk> to clean up all the temporary folder folders created during this execution by the method referenced in this doc,Deleting files created with FileOutputStream,"java.io.File.createTempFile,java.io.File.deleteOnExit,java.io.File.createTempFile,java.io.File.deleteOnExit",ArrayList < File > . size ArrayList < File > . get,arraylist.size arraylist.get,FALSE
1551479,remove a command processor,How to append a string to a HashMap element?,java.util.Map.remove,String . trim Map < String > . remove String . trim,string.trim map.remove string.trim,FALSE
1020924,get the stored string that corresponds to the passed display string in a particular display storage pair set,who can access each LinkedHashMap from List Of LinkedHashMap,java.util.List.get,List < String > . size List < String > . get String . equals List < String > . get,list.size list.get string.equals list.get,FALSE
975274,add the given object to the layer with the given name at the given index in the layer,Hibernate: @OrderBy,java.util.List.add,List . get HashMap . get,list.get hashmap.get,FALSE
1441189,convert a get xyz or is xyz method name to an xyz attribute name,how to define an eclipse mask formatted text field?,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . equals String . startsWith String . substring,string.equals string.startswith string.substring,FALSE
1108592,description of the method,Java dynamic function calling,"java.lang.Class.getMethod,java.lang.reflect.Method.invoke,java.lang.Class.getMethod,java.lang.reflect.Method.invoke",Math . max Math . min,math.max math.min,FALSE
989576,kick the player from their current <unk>,Java sibling removal throws ConcurrentModificationException,"java.util.Iterator.remove,java.util.List.remove,java.util.Iterator.remove,java.util.List.remove",List . remove Map  . remove,list.remove map.remove,FALSE
1187297,check if this set contains the specified element,Check element existence with WebDriver findElements().isEmpty method,java.util.List.isEmpty,Object . hashCode Object . equals,object.hashcode object.equals,FALSE
1073603,"read finish times from a file and loads it into <unk> , creates new <unk> to store the data in where necessary","Scanner issue, input information not working","java.util.Scanner.nextInt,java.util.Scanner.nextLine,java.util.Scanner.nextInt,java.util.Scanner.nextLine","Map < String , ArrayList < String > > . keySet String . trim Map < String , ArrayList < String > > . get",map.keyset string.trim map.get,FALSE
1361321,indicate that the listener should stop listening for client connections,How is task scheduling implemented?,"java.lang.Object.wait,java.lang.Object.notifyAll,java.lang.Object.wait,java.lang.Object.notifyAll",ServerSocket . close ArrayList . get ArrayList . clear,serversocket.close arraylist.get arraylist.clear,FALSE
1116763,compute the bearing between two points in degrees,How to draw a circle with OpenGL(LWJGL specifically) using VBOs,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . toRadians Math . cos Math . sin Math . atan2 Math . sin Math . cos Math . sin Math . cos Math . toDegrees,math.toradians math.cos math.sin math.atan2 math.sin math.cos math.sin math.cos math.todegrees,FALSE
1690140,constructor using multiple property name value pairs,Search for CharSequences between two CharSeqeunces (Java),"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring","System . setProperty Entry < Object , Object > . getKey",system.setproperty entry.getkey,FALSE
1113002,compute the <unk> notion of length of the vector known as a href = http : en,What does a Type-Import-on-Demand Declaration import?,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . pow Math . sqrt,math.pow math.sqrt,FALSE
1502685,make sure the value passed to this setter goes through this process : re string value =,Traversing through a sentence word by word,"java.lang.String.split,java.lang.String.replaceAll,java.lang.String.split,java.lang.String.replaceAll",String . length String . substring,string.length string.substring,FALSE
1254576,print vertex information on print stream for several vertex partitions,Why does this print method work? shouldn't it fail?,"java.io.PrintStream.println,java.lang.String.valueOf,java.io.PrintStream.println,java.lang.String.valueOf",PrintStream . print PrintStream . println PrintStream . print PrintStream . println,printstream.print printstream.println printstream.print printstream.println,FALSE
318692,if not require two one <unk> <unk> otherwise two are required,Populating a Boolean Array in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Collections . emptyList Arrays . asList,collections.emptylist arrays.aslist,FALSE
1520553,convert the given ip from x,Parsing string using the Scanner class,"java.lang.String.split,java.lang.Integer.parseInt,java.lang.String.split,java.lang.Integer.parseInt",String . split Integer . parseInt,string.split integer.parseint,FALSE
312747,"for debugging purposes you can reset all created instances to zero , so it will generate the same sequence again",Why the awkward Design of System.out?,java.util.List.size,Collection . iterator Iterator . hasNext,collection.iterator iterator.hasnext,FALSE
1259453,send data to the <unk> client,What' the default value for an 'object' in java?,"java.lang.Object.toString,java.io.PrintStream.println,java.lang.Object.toString,java.io.PrintStream.println",PrintWriter . println PrintWriter . flush,printwriter.println printwriter.flush,FALSE
1522519,parse a line for an <unk> script,How to trim a string after a specific character in java,"java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",String . split String . equals String . replaceFirst String . equals String . replaceFirst,string.split string.equals string.replacefirst string.equals string.replacefirst,FALSE
1235779,add an existing action script files imports to the given import set,Is it safe to use hashmap value reference when it may be updated in another thread,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Pattern . matcher String . length Matcher . start Pattern . matcher,pattern.matcher string.length matcher.start pattern.matcher,FALSE
1056366,"reset the network state this will perform three actions on each item : reset <unk> , reset <unk> , reset expiry files total",ArrayList declaration and handling,java.util.ArrayList.clear,Map . keySet Iterator . hasNext String . substring Map . put Map . get Map . put Map . get Map . put Map . get,map.keyset iterator.hasnext string.substring map.put map.get map.put map.get map.put map.get,FALSE
1199877,invoke by hash code for computing the hash code when first needed,Good hashCode() Implementation,java.lang.Object.hashCode,Objects . hashCode Double . doubleToLongBits,objects.hashcode double.doubletolongbits,FALSE
981452,search the availability record for a given person and a given time slot,who can access each LinkedHashMap from List Of LinkedHashMap,java.util.List.get,List . isEmpty List . get,list.isempty list.get,FALSE
1555150,helper appending the <unk> <unk> : prefix is not detected,Appending Strings vs appending chars in Java,"java.lang.StringBuilder.toString,java.lang.StringBuilder.append,java.lang.StringBuilder.toString,java.lang.StringBuilder.append",String . trim String . length String . startsWith,string.trim string.length string.startswith,FALSE
107349,remove the root and maintains the max heap property,Java sibling removal throws ConcurrentModificationException,"java.util.Iterator.remove,java.util.List.remove,java.util.Iterator.remove,java.util.List.remove",ArrayList < Comparable > . remove ArrayList < Comparable > . get ArrayList < Comparable > . remove ArrayList < Comparable > . set ArrayList < Comparable > . get ArrayList < Comparable > . size,arraylist.remove arraylist.get arraylist.remove arraylist.set arraylist.get arraylist.size,FALSE
1022121,description on startup the broker reports the broker version number and svn build revision,Getting values separated by commas from a text box and storing as an array JAVA,"java.lang.String.split,java.lang.Integer.parseInt,java.lang.String.split,java.lang.Integer.parseInt",List < String > . size String . equals List < String > . size,list.size string.equals list.size,FALSE
1419974,class identifier validation,Regular expression in Java,"java.util.regex.Pattern.compile,java.lang.String.matches,java.util.regex.Pattern.compile,java.lang.String.matches",String . charAt String . length Character . isJavaIdentifierPart,string.charat string.length character.isjavaidentifierpart,FALSE
1453637,extract dependency information from lines that look like goog,"Read file and store values into two arrays, one for each line","java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring","String . indexOf Matcher . reset Matcher . group Matcher . reset Matcher . group Function < String , String > . apply List . add",string.indexof matcher.reset matcher.group matcher.reset matcher.group function.apply list.add,FALSE
102912,get the period of a specific timer in the list,app_name cannot be resolved or is not a field in eclipse android,java.util.ArrayList.get,ArrayList < ArrayList < Timer > > . get ArrayList < Timer > . get,arraylist.get arraylist.get,FALSE
1436964,attempt to parse the charset from a content type string,Java - Reading from file and split,"java.lang.String.split,java.util.Arrays.asList,java.lang.String.split,java.util.Arrays.asList",String . equals Pattern . matcher Matcher . group String . equalsIgnoreCase String . toUpperCase Charset . forName,string.equals pattern.matcher matcher.group string.equalsignorecase string.touppercase charset.forname,FALSE
120407,remove given ids from list,who can access each LinkedHashMap from List Of LinkedHashMap,java.util.List.get,ArrayList < Integer > . size ArrayList < Integer > . get ArrayList < Integer > . remove,arraylist.size arraylist.get arraylist.remove,FALSE
203356,map all the parameters necessary to perform the telnet task part of the script,Time for getting by comparable key from HashMap,java.util.HashMap.get,Boolean . valueOf Integer . parseInt,boolean.valueof integer.parseint,FALSE
1343808,print memory info to the log,Why the awkward Design of System.out?,java.util.List.size,Runtime . getRuntime String . format Runtime . maxMemory Math . floor String . format Math . floor String . format Math . floor,runtime.getruntime string.format runtime.maxmemory math.floor string.format math.floor string.format math.floor,FALSE
96884,return the index of the feature with the given name,The correct way to return the only element from a set,java.util.List.get,ArrayList . size ArrayList . get String . equalsIgnoreCase,arraylist.size arraylist.get string.equalsignorecase,FALSE
1491290,"trim leading and trailing whitespace from the string , up to but not including the whitespace characters specified by exceptions",Removing Characters within a string-Java,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . length String . charAt String . substring,string.length string.charat string.substring,FALSE
1544053,indicate whether the specified element name is an html plain html <unk> inline level element names inline level element,Minimum base associated with a number,"java.lang.Character.isLetter,java.lang.Character.isDigit,java.lang.Character.isLetter,java.lang.Character.isDigit",String . toLowerCase Set < String > . contains,string.tolowercase set.contains,FALSE
1447817,automatically set the utc offset string from a given time zone,How to calculate specific values - Eclipse,"java.lang.Integer.parseInt,java.lang.String.valueOf,java.lang.Integer.parseInt,java.lang.String.valueOf",String . format Math . abs,string.format math.abs,FALSE
1336132,map a resultset column name to a result set column index,Java statement can't execute my query,"java.sql.Statement.executeQuery,java.sql.Statement.executeUpdate,java.sql.Statement.executeQuery,java.sql.Statement.executeUpdate",ResultSetMetaData . getColumnCount String . equals,resultsetmetadata.getcolumncount string.equals,FALSE
482077,merge another styles options into this one,Combine keys and values of a HashMap to a Set,java.util.stream.Stream.concat,"Entry < String , String > . getKey Entry < String , String > . getValue Collection < String > . contains Map < String , String > . put",entry.getkey entry.getvalue collection.contains map.put,FALSE
1094742,add the variable,Hibernate: @OrderBy,java.util.List.add,Map < String > . containsKey Map < String > . put Set < String > . add,map.containskey map.put set.add,FALSE
1534348,to decode a string encoded by <unk>,Java convert long day name to short name,java.lang.String.substring,String . substring String . charAt String . substring String . charAt String . valueOf String . charAt String . valueOf String . charAt String . valueOf String . charAt,string.substring string.charat string.substring string.charat string.valueof string.charat string.valueof string.charat string.valueof string.charat,FALSE
985095,prepare network for calculations connects neurons etc,Index out of bounds on ArrayList sublist,java.util.List.size,List . iterator Iterator . hasNext Iterator . next,list.iterator iterator.hasnext iterator.next,FALSE
1435759,check whether or not specified agent is running on this machine,Output CSV column headers in Apache Camel,java.util.Map.get,"String . equals Map < String , String > . get String . equals Map < String , String > . get String . equals",string.equals map.get string.equals map.get string.equals,FALSE
1425125,check the content of the comment according to the x query rules which throw an error if it is wrong,"For each character in string, read each one from right to left",java.lang.StringBuilder.reverse,String . contains String . length,string.contains string.length,FALSE
1105738,calculate the distance in meters between two points in <unk> : <unk> <unk>,Java AWT rotating ball,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . cos Math . sin Math . cos Math . acos,math.cos math.sin math.cos math.acos,FALSE
1430954,run a 2 input test using assert equals,StringBuilder .equals Java,"java.lang.String.equalsIgnoreCase,java.lang.String.equals,java.lang.String.equalsIgnoreCase,java.lang.String.equals","String . equals Class < Math > . getMethod Method . invoke Class < Math > . getMethod Method . invoke Map < String , Double > . containsKey Math . ulp Map < String , Double > . get Math . ulp",string.equals class.getmethod method.invoke class.getmethod method.invoke map.containskey math.ulp map.get math.ulp,FALSE
1231967,add image spans to a char sequence that replace textual emoticons such as : with a graphical version,"Implicit cast to string - toString and int + """"","java.lang.String.concat,java.lang.String.valueOf,java.lang.String.concat,java.lang.String.valueOf","Pattern . matcher Matcher . find Matcher . group HashMap < String , Integer > . get Matcher . start Matcher . end",pattern.matcher matcher.find matcher.group hashmap.get matcher.start matcher.end,FALSE
1074461,require for updating <unk> names in new Version !,Why can't my program use my assigned string operator to calculate the two integers?,"java.lang.String.equalsIgnoreCase,java.lang.String.equals,java.lang.String.equalsIgnoreCase,java.lang.String.equals","Map < String , Class > . get Class . getConstructor",map.get class.getconstructor,FALSE
27443,return the index of the element inside the sub list,The correct way to return the only element from a set,java.util.List.get,ArrayList  . iterator Iterator  . next,arraylist.iterator iterator.next,FALSE
445812,return the no data marker returns the no data marker,The correct way to return the only element from a set,java.util.List.get,Double . isNaN Double . toString,double.isnan double.tostring,FALSE
997447,get the game player object,How to get a specific entry from a custom ArrayList?,java.util.ArrayList.get,List . size List . get,list.size list.get,FALSE
1552529,trim and remove quotes from a string,Escaping double-slashes with regular expressions in Java,"java.lang.String.replace,java.lang.String.replaceAll,java.lang.String.replace,java.lang.String.replaceAll",String . trim String . charAt String . length String . charAt String . substring,string.trim string.charat string.length string.charat string.substring,FALSE
686738,retrieve a global value with the given name if there is no parameter with the given name then an exception will be thrown,Access an ArrayList inside a Java Map,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",HashMap < String > . containsKey HashMap < String > . get,hashmap.containskey hashmap.get,FALSE
1445778,set a header to send with the http request,"Which is the fastet and the most efficient implementation in java for updating object in a list if present, else add it",java.util.Map.put,"String . equalsIgnoreCase String . toLowerCase Map < String , String [] > . put",string.equalsignorecase string.tolowercase map.put,FALSE
1064074,return the <unk> array of all the index vector instances inthe provided map,Time for getting by comparable key from HashMap,java.util.HashMap.get,"Map < Integer , Double > . entrySet Entry < Integer , Double > . getValue",map.entryset entry.getvalue,FALSE
1644812,append the timing statistics with the specified string builder,Seeking clarification on apparent contradictions regarding weakly typed languages,"java.lang.StringBuilder.append,java.lang.String.valueOf,java.lang.StringBuilder.append,java.lang.String.valueOf",StringBuilder . append List . get StringBuilder . append,stringbuilder.append list.get stringbuilder.append,FALSE
1010528,calculate statistics on a list of numbers and appends them in human readable form to the given string builder,Appending Strings vs appending chars in Java,"java.lang.StringBuilder.toString,java.lang.StringBuilder.append,java.lang.StringBuilder.toString,java.lang.StringBuilder.append",List < Long > . size StringBuilder . append List < Long > . size StringBuilder . append,list.size stringbuilder.append list.size stringbuilder.append,FALSE
312398,fetch a container from a collection of containers,What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,Collection . iterator Iterator . hasNext Iterator . next,collection.iterator iterator.hasnext iterator.next,FALSE
1205164,copy from one stream to another,sending negative bytes with tcp,java.io.Writer.write,OutputStream . write OutputStream . flush InputStream . close,outputstream.write outputstream.flush inputstream.close,FALSE
1488391,dynamic programming bottom up solution with help of auxiliary matrix for edit distance problem,Construct a string from a repeated character,java.util.Arrays.fill,String . length String . charAt Math . min String . length,string.length string.charat math.min string.length,FALSE
1490622,"return the slice number associated with the specified name , or 1 if the name does not include a slice number",How to extract a date from a string and put it into a date variable in Java,"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",String . length String . charAt String . substring String . charAt String . substring String . charAt String . length String . charAt,string.length string.charat string.substring string.charat string.substring string.charat string.length string.charat,FALSE
1091717,determine the specified data if it is matched with the <unk> or not,Iterating through an Object list in play framework,java.util.Map.get,"Map < String , String > . keySet Map < String , String > . get",map.keyset map.get,FALSE
742853,"consume all data in an input stream , <unk> the data and closing the stream upon completion",sending negative bytes with tcp,java.io.Writer.write,InputStream . read InputStream . close,inputstream.read inputstream.close,FALSE
97092,"advanced returns a list with the resolutions supported by the capture device , including width , height and frame rate","How to implement a fixed size ""list"" in Java?","java.util.Collections.unmodifiableList,java.util.Arrays.asList,java.util.Collections.unmodifiableList,java.util.Arrays.asList",ArrayList . size ArrayList . get,arraylist.size arraylist.get,FALSE
319140,wait for and returns the results of the child tasks,I get exception when using Thread.sleep(x) or wait(),"java.lang.System.currentTimeMillis,java.lang.Thread.sleep,java.lang.System.currentTimeMillis,java.lang.Thread.sleep",Collections . emptyList List  . get Arrays . asList,collections.emptylist list.get arrays.aslist,FALSE
289235,set whether this object can be the target of a drop event,"How to create an instance of a ""dynamic(decided at runtime)"" class?","java.lang.Class.getConstructor,java.lang.reflect.Constructor.newInstance,java.lang.Class.getConstructor,java.lang.reflect.Constructor.newInstance",Class . getConstructor Constructor . newInstance Class . getName,class.getconstructor constructor.newinstance class.getname,FALSE
686864,add a new animation to the animator,"Which is the fastet and the most efficient implementation in java for updating object in a list if present, else add it",java.util.Map.put,HashMap < String > . containsKey HashMap < String > . put,hashmap.containskey hashmap.put,FALSE
98280,the methode id check control that the id which is given as parameter not exist in the train list all,Using string as name for objects in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",ArrayList . size ArrayList . get,arraylist.size arraylist.get,FALSE
1439377,verify the current page title is not exactly <unk> b,Delete Last and First Char in a String,java.lang.String.substring,String . equals String . format,string.equals string.format,FALSE
1010793,<unk> delete,Creating a file just to be uploaded into the online form,"java.io.File.createTempFile,java.io.File.deleteOnExit,java.io.File.createTempFile,java.io.File.deleteOnExit","List < Map < String , String > > . get String . format",list.get string.format,FALSE
1527916,strip out an enclosing cdata block,How to extract part of file name of a CSV file in Java,"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring",String . startsWith String . length String . substring String . lastIndexOf String . substring,string.startswith string.length string.substring string.lastindexof string.substring,FALSE
